1,7,1,no
2,79,73,no
3,126,120,no
4,203,197,no
5,259,253,yes
6,333,327,yes
7,370,364,no
8,405,399,no
9,429,423,no
10,442,436,no
11,456,450,no
12,465,459,no
13,474,468,no
14,482,476,no
15,487,481,no
16,497,491,no
17,504,498,no
18,509,503,no
19,512,506,no
20,540,534,no
21,549,543,no
22,559,553,no
23,565,559,no
24,574,568,no
25,576,570,no
26,578,572,no
27,581,575,no
